Company name,Deal date,Investment amount,Incorporation date,Current stage,Exit date,Exit price
Supportive Stem,2015/1/19,50000,06/05/2014,Dead,19/03/2019,0
Sure System,2015/4/2,321400,17/08/2010,Dead,08/06/2020,0
Sure System,2012/12/6,763728,17/08/2010,Dead,08/06/2020,0
Sure System,2015/12/22,196877,17/08/2010,Dead,08/06/2020,0
Sure System,2011/9/7,802498,17/08/2010,Dead,08/06/2020,0
Sure System,2014/4/9,498566,17/08/2010,Dead,08/06/2020,0
Surestream Petroleum,2009/11/16,38112,22/09/2004,Dead,07/08/2019,0
Surestream Petroleum,2010/3/9,7408850,22/09/2004,Dead,07/08/2019,0
Surestream Petroleum,2012/12/26,6791376,22/09/2004,Dead,07/08/2019,0
Surestream Petroleum,2018/1/30,393965,22/09/2004,Dead,07/08/2019,0
Surestream Petroleum,2014/5/5,1482133,22/09/2004,Dead,07/08/2019,0
Surestream Petroleum,2015/4/21,8393,22/09/2004,Dead,07/08/2019,0
Surfdome,2011/11/3,1249598,07/12/2005,Exited,11/10/2017,7000000
Surgical Dynamics,2015/8/19,20000,,Exited,07/11/2016,360000
Sustainable Power,2014/9/19,1973950,18/05/2010,Dead,05/11/2018,0
Sustainable Power,2012/6/15,1990001,18/05/2010,Dead,05/11/2018,0
Sustinere UK,2018/9/4,95001,26/03/2015,Dead,10/02/2020,0
Suzu Technologies,2015/12/9,20000,,Dead,07/12/2017,0
Sweat! Union,2016/5/16,2475501,10/10/2013,Dead,16/12/2019,0
Sweat! Union,2014/4/30,5403508,10/10/2013,Dead,16/12/2019,0
Sweat! Union,2017/9/29,5448215,10/10/2013,Dead,16/12/2019,0
Sweet Virtues,2016/10/25,30000,31/03/2014,Dead,07/02/2018,0
Swiftkey,2012/12/6,55048,13/08/2008,Exited,02/02/2016,173465999.6
Swiftkey,2013/9/5,8451662,13/08/2008,Exited,02/02/2016,173465999.6
Swiftkey,2011/12/7,1498798,13/08/2008,Exited,02/02/2016,173465999.6
Swiftkey,2010/10/1,989970,13/08/2008,Exited,02/02/2016,173465999.6
Swiftkey,2015/5/28,5983572,13/08/2008,Exited,02/02/2016,173465999.6
Swingers,2015/9/15,960000,29/04/2014,Exited,25/11/2018,28000000
Swingers,2014/6/3,165500,29/04/2014,Exited,25/11/2018,28000000
Swingers,2015/3/24,150494,29/04/2014,Exited,25/11/2018,28000000
SwipeIn,2017/3/13,49960,01/09/2015,Dead,04/01/2019,0
SwipeIn,2015/10/8,10000,01/09/2015,Dead,04/01/2019,0
SwipeIn,2018/6/3,11141,01/09/2015,Dead,04/01/2019,0
SwipeIn,2016/8/22,36000,01/09/2015,Dead,04/01/2019,0
SwipeIn,2016/4/12,34260,01/09/2015,Dead,04/01/2019,0
Switch Generation,2015/6/1,95000,06/06/2013,Dead,27/11/2018,0
Switch Identity Governance,2014/8/15,11000,01/08/2013,Dead,30/10/2018,0
Switch Identity Governance,2013/9/13,113000,01/08/2013,Dead,30/10/2018,0
Switch Identity Governance,2014/7/8,30000,01/08/2013,Dead,30/10/2018,0
Switch Identity Governance,2015/4/3,57000,01/08/2013,Dead,30/10/2018,0
Swizt Watches,2017/11/23,5100,11/06/2013,Dead,09/07/2019,0
Swizt Watches,2016/4/2,105090,11/06/2013,Dead,09/07/2019,0
Swoon Editions,2014/7/21,3999996,21/07/2011,Dead,11/12/2019,0
Swoon Editions,2016/6/24,3999984,21/07/2011,Dead,11/12/2019,0
Swoon Editions,2015/4/15,4789945,21/07/2011,Dead,11/12/2019,0
Swoon Editions,2019/4/5,1799973,21/07/2011,Dead,11/12/2019,0
Swoon Editions,2017/5/31,15099984,21/07/2011,Dead,11/12/2019,0
Swoon Editions,2013/10/7,1235596,21/07/2011,Dead,11/12/2019,0
Sycamore Aviation,2013/7/24,250000,04/11/2010,Dead,01/03/2019,0
Sycamore Aviation,2012/10/8,40000,04/11/2010,Dead,01/03/2019,0
Symphony Ventures,2017/8/9,1400000,06/08/2014,Exited,22/10/2018,53572152.89
SyncSpot,2015/5/19,45004,04/11/2014,Dead,28/02/2019,0
SyncSpot,2015/2/3,49995,04/11/2014,Dead,28/02/2019,0
Syndicate Content,2014/1/10,149834,25/10/2013,Dead,02/11/2017,0
Synidor,2011/11/30,31500,30/01/2003,Dead,26/11/2019,0
Synoptic Technologies,2017/4/27,520000,01/10/2013,Dead,10/02/2020,0
Synrex,2019/9/26,1526409,24/03/2014,Dead,31/12/2019,0
Synseer,2017/4/4,192974,05/05/2015,Dead,17/12/2019,0
Synseer,2018/2/27,100087,05/05/2015,Dead,17/12/2019,0
Synthesis Solutions,2014/3/4,89690,03/09/2013,Dead,02/01/2018,0
T Dispatch,2013/5/22,83646,28/03/2012,Dead,30/11/2017,0
T Dispatch,2012/10/11,58650,28/03/2012,Dead,30/11/2017,0
T.J. Kibble Home Improvements,2017/10/19,33500,13/01/2014,Dead,15/10/2019,0
TAG Energy Solutions,2012/11/19,3406975,17/09/2010,Dead,07/01/2016,0
TAG Energy Solutions,2013/6/28,2960143,17/09/2010,Dead,07/01/2016,0
TAG Energy Solutions,2010/11/25,1050000,17/09/2010,Dead,07/01/2016,0
TAI Development,2010/5/10,26000,07/05/2004,Dead,15/04/2019,0
TASTI Bar & Restaurant,2014/9/8,250005,19/08/2013,Dead,21/11/2016,0
TASTI Bar & Restaurant,2015/3/3,180002,19/08/2013,Dead,21/11/2016,0
TASTI Bar & Restaurant,2015/9/11,180000,19/08/2013,Dead,21/11/2016,0
TEC Avenue,2017/3/22,117497,06/10/2015,Dead,18/02/2020,0
TOR Water,2017/9/1,30000,10/02/2016,Dead,05/04/2020,0
TOTO Energy,2016/10/20,57287,09/10/2014,Dead,23/10/2019,0
TPLD,2010/2/19,123413,05/07/2002,Dead,08/01/2018,0
TPLD,2015/1/29,149828,05/07/2002,Dead,08/01/2018,0
TPLD,2016/5/2,765736,05/07/2002,Dead,08/01/2018,0
TV Pixie,2010/7/19,50000,,Dead,02/12/2014,0
TV Pixie,2009/11/18,42000,,Dead,02/12/2014,0
TVCatchup,2014/2/21,150000,01/04/2009,Dead,20/10/2016,0
TabSys,2017/7/27,147610,14/07/2011,Dead,08/11/2018,0
TabSys,2015/4/27,80018,14/07/2011,Dead,08/11/2018,0
TabSys,2016/4/1,30056,14/07/2011,Dead,08/11/2018,0
Tabb,2017/12/12,114350,10/05/2016,Dead,21/04/2020,0
TableLink,2015/6/25,50000,10/11/2014,Dead,13/06/2017,0
Tactility Factory,2014/2/6,8430,29/07/2008,Dead,11/01/2018,0
Tactility Factory,2012/5/22,49838,29/07/2008,Dead,11/01/2018,0
Taggled,2014/10/20,150011,22/02/2012,Dead,18/09/2018,0
Taggled,2016/4/1,63994,22/02/2012,Dead,18/09/2018,0
Taggled,2014/1/7,300032,22/02/2012,Dead,18/09/2018,0
Taggled,2015/10/29,249943,22/02/2012,Dead,18/09/2018,0
Tagstr,2016/1/15,290375,06/06/2012,Dead,31/03/2020,0
Tagstr,2018/6/14,61033,06/06/2012,Dead,31/03/2020,0
Tagstr,2017/7/1,359971,06/06/2012,Dead,31/03/2020,0
Tagstr,2014/7/14,914760,06/06/2012,Dead,31/03/2020,0
Tagstr,2016/8/9,160950,06/06/2012,Dead,31/03/2020,0
Tagstr,2015/6/25,559200,06/06/2012,Dead,31/03/2020,0
Tagstr,2018/1/14,173206,06/06/2012,Dead,31/03/2020,0
Tailbox,2017/11/29,11000,27/09/2017,Dead,26/03/2019,0
Tailored,2016/3/30,324996,12/10/2015,Dead,23/04/2019,0
Tailored,2017/8/23,371417,12/10/2015,Dead,23/04/2019,0
Taka Apps,2018/1/31,29924,12/09/2017,Dead,26/03/2019,0
TakeOut Brands,2014/1/8,140586,11/01/2013,Dead,15/07/2020,0
TakeOut Brands,2018/5/25,29999,11/01/2013,Dead,15/07/2020,0
TakeOut Brands,2015/4/9,85208,11/01/2013,Dead,15/07/2020,0
TakeOut Brands,2014/2/5,59413,11/01/2013,Dead,15/07/2020,0
Talecom,2012/1/23,7500,29/05/2002,Dead,02/01/2019,0
Talent Deck,2017/4/1,20983,05/01/2016,Dead,12/11/2019,0
Talent Deck,2017/7/19,22007,05/01/2016,Dead,12/11/2019,0
Talent Deck,2016/10/19,193250,05/01/2016,Dead,12/11/2019,0
Talent Lab,2014/12/31,7000,05/11/2014,Dead,05/11/2018,0
Talent Lab,2015/6/26,395000,05/11/2014,Dead,05/11/2018,0
Talent Lab,2015/2/15,125000,05/11/2014,Dead,05/11/2018,0
Talent Lab,2015/3/31,75001,05/11/2014,Dead,05/11/2018,0
Talent Rank,2014/2/12,200000,16/12/2013,Dead,26/03/2019,0
TalentPuzzle,2010/8/11,160000,30/12/2008,Dead,11/01/2019,0
TalentPuzzle,2010/1/14,239971,30/12/2008,Dead,11/01/2019,0
TalentPuzzle,2011/4/12,400000,30/12/2008,Dead,11/01/2019,0
TalentPuzzle,2011/11/4,150010,30/12/2008,Dead,11/01/2019,0
TalentPuzzle,2012/9/26,200000,30/12/2008,Dead,11/01/2019,0
TalentPuzzle,2013/2/28,249997,30/12/2008,Dead,11/01/2019,0
Talentblok,2014/6/19,15000,27/03/2014,Dead,29/10/2015,0
Talentfizz,2011/9/2,199970,26/08/2003,Dead,27/04/2017,0
TalkMusiq,2015/3/2,75000,16/08/2010,Dead,19/11/2018,0
Talking Eye,2014/1/30,100053,16/01/2006,Dead,22/10/2018,0
Talking Eye,2010/4/15,225000,16/01/2006,Dead,22/10/2018,0
Talking Eye,2014/5/22,49999,16/01/2006,Dead,22/10/2018,0
Talking Eye,2014/12/28,49999,16/01/2006,Dead,22/10/2018,0
Talking Eye,2013/5/31,233332,16/01/2006,Dead,22/10/2018,0
Tamager,2015/2/5,54533,25/03/2013,Dead,12/10/2016,0
Tantalum,2010/3/16,2357294,06/06/1997,Dead,07/07/2020,0
Tantalum,2017/9/25,2499998,06/06/1997,Dead,07/07/2020,0
Tantalum,2011/10/17,9287356,06/06/1997,Dead,07/07/2020,0
Tantalum,2018/6/20,5104987,06/06/1997,Dead,07/07/2020,0
Tantalum,2017/4/25,8611507,06/06/1997,Dead,07/07/2020,0
Tantalum,2017/11/13,1199997,06/06/1997,Dead,07/07/2020,0
TantrumXYZ,2016/10/4,259972,22/12/2015,Dead,17/12/2019,0
TapFuse,2016/12/20,150000,25/04/2013,Dead,10/04/2020,0
TapFuse,2015/4/9,150000,25/04/2013,Dead,10/04/2020,0
TapFuse,2016/4/4,99000,25/04/2013,Dead,10/04/2020,0
TapFuse,2018/2/5,203948,25/04/2013,Dead,10/04/2020,0
TapMedic,2018/3/3,50000,10/02/2017,Dead,17/07/2019,0
Taragenyx,2013/3/25,400001,06/08/2010,Dead,25/10/2018,0
Taragenyx,2015/8/19,644247,06/08/2010,Dead,25/10/2018,0
Taskhub,2013/1/10,20000,25/01/2012,Dead,11/01/2016,0
Taskmaestro,2011/3/24,500726,09/07/2009,Dead,05/11/2018,0
Tasterlab,2012/10/18,24922,15/03/2011,Dead,31/01/2017,0
Tasterlab,2011/5/3,25002,15/03/2011,Dead,31/01/2017,0
Tastesmiths,2014/12/11,50000,29/12/2008,Dead,12/01/2016,0
Tastesmiths,2011/10/10,10000,29/12/2008,Dead,12/01/2016,0
Taylor Street Baristas,2013/4/10,900000,13/02/2006,Dead,03/09/2019,0
Taylor Street Baristas,2015/2/18,592820,13/02/2006,Dead,03/09/2019,0
Taylor Street Baristas,2011/8/31,425010,13/02/2006,Dead,03/09/2019,0
Taylored Group,2018/1/15,200000,05/01/2015,Dead,19/02/2019,0
Tea Monkey,2011/9/20,131000,01/07/2010,Dead,10/03/2016,0
TeacherHQ,2016/11/7,300000,05/04/2016,Dead,09/07/2019,0
TeacherHQ,2017/10/19,253960,05/04/2016,Dead,09/07/2019,0
Tech Love & Care,2015/4/2,60000,29/07/2014,Dead,29/10/2018,0
TechAdVenture,2018/5/20,12124,19/04/2013,Dead,19/02/2019,0
TechAdVenture,2015/1/5,67982,19/04/2013,Dead,19/02/2019,0
TechAdVenture,2016/1/8,60000,19/04/2013,Dead,19/02/2019,0
Technologistics,2017/5/12,360000,21/05/2010,Dead,03/02/2020,0
Tembryo,2015/12/9,10000,,Dead,09/11/2017,0
TenTel,2015/9/29,622020,24/06/2013,Dead,04/04/2018,0
TenTel,2016/5/31,29820,24/06/2013,Dead,04/04/2018,0
TenTel,2014/1/7,149820,24/06/2013,Dead,04/04/2018,0
TenTel,2016/7/27,376320,24/06/2013,Dead,04/04/2018,0
TenTel,2016/11/15,1097670,24/06/2013,Dead,04/04/2018,0
TenTel,2017/2/23,492230,24/06/2013,Dead,04/04/2018,0
TenTel,2015/9/30,688240,24/06/2013,Dead,04/04/2018,0
TenTel,2014/6/19,728000,24/06/2013,Dead,04/04/2018,0
TenTel,2015/3/25,315750,24/06/2013,Dead,04/04/2018,0
Tenants Plus,2016/4/6,24998,27/08/2013,Dead,08/10/2019,0
Tenants Plus,2014/5/6,65000,27/08/2013,Dead,08/10/2019,0
Tenants Plus,2015/8/7,86002,27/08/2013,Dead,08/10/2019,0
Tenants Plus,2013/11/13,10000,27/08/2013,Dead,08/10/2019,0
Tenants Plus,2017/4/24,14451,27/08/2013,Dead,08/10/2019,0
Teneno,2015/10/30,150052,01/03/2013,Dead,07/07/2020,0
Teneno,2017/2/22,152736,01/03/2013,Dead,07/07/2020,0
Tengi,2014/9/25,1231252,08/04/2014,Dead,02/12/2016,0
Tengi,2014/7/23,200000,08/04/2014,Dead,02/12/2016,0
Tengi,2015/3/25,1739638,08/04/2014,Dead,02/12/2016,0
Tengi,2016/5/17,1077092,08/04/2014,Dead,02/12/2016,0
Testify,2016/5/31,192083,28/02/2011,Dead,25/10/2018,0
Tetrad,2017/2/28,90000,08/02/2017,Dead,19/11/2019,0
Texenergy,2016/1/13,69000,24/07/2015,Dead,07/01/2020,0
Texenergy,2016/10/5,78211,24/07/2015,Dead,07/01/2020,0
Texenergy,2017/2/23,100000,24/07/2015,Dead,07/01/2020,0
Thali,2011/11/16,74820,24/04/2006,Dead,14/09/2018,0
Thali,2010/2/2,47464,24/04/2006,Dead,14/09/2018,0
That's Vapore,2014/6/30,150005,11/11/2013,Dead,06/01/2017,0
The Ad Bar,2014/1/27,15000,07/10/2008,Dead,29/08/2017,0
The Babel Bike,2015/4/7,39495,26/02/2013,Dead,21/12/2017,0
The Babel Bike,2014/6/2,9976,26/02/2013,Dead,21/12/2017,0
The Beauty Shop,2018/5/24,10000,19/01/2016,Dead,24/01/2020,0
The Bottle Shop,2016/10/19,150040,23/04/2010,Dead,09/08/2019,0
The Car Finance Company,2010/8/25,200000,22/01/2007,Exited,01/02/2015,49974456
The Car Finance Company,2011/12/16,250104,22/01/2007,Exited,01/02/2015,49974456
The Carloway Mill,2013/3/5,250000,15/10/2003,Dead,21/05/2019,0
The Chapar,2014/6/23,400040,29/12/2011,Dead,05/06/2019,0
The Chapar,2015/8/14,2805054,29/12/2011,Dead,05/06/2019,0
The Chapar,2018/10/17,1144813,29/12/2011,Dead,05/06/2019,0
The Chilli Pickle,2017/4/27,644118,23/07/2007,Dead,03/12/2019,0
The Chilli Pickle,2011/2/21,62500,23/07/2007,Dead,03/12/2019,0
The CityStreet,2014/3/13,30001,04/08/2011,Dead,24/11/2016,0
The Clever Dresser,2015/3/17,30000,25/04/2013,Dead,12/05/2017,0
The Clubhouse,2013/11/18,294499,10/10/2011,Dead,10/02/2020,0
The Clubhouse,2017/3/31,44991,10/10/2011,Dead,10/02/2020,0
The Clubhouse,2017/12/21,676694,10/10/2011,Dead,10/02/2020,0
The Clubhouse,2016/4/27,864848,10/10/2011,Dead,10/02/2020,0
The Clubhouse,2014/7/3,120000,10/10/2011,Dead,10/02/2020,0
The Coin Lab,2018/2/1,500000,22/01/2015,Dead,15/02/2019,0
The Corner House,2017/6/30,234645,06/04/2016,Dead,02/01/2019,0
The Corner House,2016/9/24,600000,06/04/2016,Dead,02/01/2019,0
The Crafted Crate,2017/1/16,50000,20/01/2016,Dead,02/11/2018,0
The Dip Society,2016/4/12,3000000,11/03/2011,Dead,27/08/2019,0
The Dress Box,2014/2/7,20000,10/01/2014,Dead,18/03/2019,0
The GE Club,2016/3/1,21560,04/12/2012,Dead,23/05/2019,0
The GE Club,2013/11/21,121860,04/12/2012,Dead,23/05/2019,0
The GE Club,2013/4/2,69960,04/12/2012,Dead,23/05/2019,0
The Gentlemen of Crooked Ways,2013/5/14,95220,02/11/2011,Dead,06/04/2016,0
The Grown Up Chocolate Company,2015/6/3,369920,02/12/2010,Dead,21/10/2019,0
The Grown Up Chocolate Company,2017/3/31,807350,02/12/2010,Dead,21/10/2019,0
The Habit London,2017/7/17,35000,06/06/2017,Dead,21/01/2019,0
The Hangry Food Company,2018/1/1,75000,23/02/2015,Dead,07/05/2019,0
The Happy Bird Company,2016/11/12,10000,24/04/2014,Dead,19/12/2019,0
The Hard Yard,2017/2/24,17000,17/11/2016,Dead,30/04/2018,0
The Hard Yard,2017/8/4,20001,17/11/2016,Dead,30/04/2018,0
The Health-Tech Innovation Labs,2015/7/7,107684,11/12/2014,Dead,09/10/2018,0
The Hook,2010/5/12,84000,23/08/2007,Dead,30/04/2020,0
The Hook,2019/1/9,999996,23/08/2007,Dead,30/04/2020,0
The Hook,2018/5/30,946439,23/08/2007,Dead,30/04/2020,0
The Hook,2012/10/17,657016,23/08/2007,Dead,30/04/2020,0
The Hook,2017/3/23,871937,23/08/2007,Dead,30/04/2020,0
The House of Ho,2013/10/11,500000,31/05/2013,Dead,21/03/2018,0
The Idle Man,2019/2/12,853685,11/04/2013,Dead,13/09/2019,0
The Idle Man,2017/8/23,1182280,11/04/2013,Dead,13/09/2019,0
The Idle Man,2014/9/24,571599,11/04/2013,Dead,13/09/2019,0
The Idle Man,2016/6/17,1398764,11/04/2013,Dead,13/09/2019,0
The Idle Man,2014/5/9,150000,11/04/2013,Dead,13/09/2019,0
The Indian Runner Drinks Company,2017/10/26,49999,15/04/2013,Dead,15/08/2019,0
The Invisible Dot,2015/10/13,74937,27/01/2009,Dead,29/11/2016,0
The Invisible Dot,2012/4/5,100000,27/01/2009,Dead,29/11/2016,0
The Living Food Kitchen,2015/3/31,89998,06/06/2008,Dead,17/04/2018,0
The London Bar Consultants Ltd,2016/7/28,120000,14/01/2013,Dead,08/05/2019,0
The London Bar Consultants Ltd,2017/5/30,60000,14/01/2013,Dead,08/05/2019,0
The Mad Jester,2018/9/1,54253,30/07/2018,Dead,14/07/2020,0
The Modern Agent,2016/8/16,27000,19/06/2015,Dead,04/12/2018,0
The News Hub,2014/12/18,343999,31/05/2013,Dead,06/07/2017,0
The News Hub,2015/11/30,100001,31/05/2013,Dead,06/07/2017,0
The News Hub,2016/11/30,49610,31/05/2013,Dead,06/07/2017,0
The Other Publishing Company,2014/10/14,170000,17/10/2013,Dead,24/07/2018,0
The Pool,2016/6/16,2320698,04/06/2014,Dead,25/04/2019,0
The Pool,2014/10/17,520000,04/06/2014,Dead,25/04/2019,0
The Pool,2017/7/14,1299989,04/06/2014,Dead,25/04/2019,0
The Pressery,2015/3/17,144342,07/03/2014,Dead,08/03/2017,0
The Printers Inc,2013/1/13,40000,02/03/2011,Dead,14/11/2014,0
The Prosperous Shop,2017/4/5,95006,16/04/2013,Dead,10/07/2019,0
The Prosperous Shop,2016/4/20,10002,16/04/2013,Dead,10/07/2019,0
The Prosperous Shop,2017/12/22,40001,16/04/2013,Dead,10/07/2019,0
The Prosperous Shop,2017/6/20,14990,16/04/2013,Dead,10/07/2019,0
The Rare Breed Pub Company,2016/2/19,100000,18/10/2013,Dead,20/08/2018,0
The Rebel Brewing Company,2012/10/4,80000,21/09/2011,Dead,27/02/2018,0
The Rebel Brewing Company,2014/6/27,90003,21/09/2011,Dead,27/02/2018,0
The Rebel Brewing Company,2014/12/29,39445,21/09/2011,Dead,27/02/2018,0
The Rebel Brewing Company,2011/9/5,7500,21/09/2011,Dead,27/02/2018,0
The Rebel Brewing Company,2015/2/5,127000,21/09/2011,Dead,27/02/2018,0
The Reclamation Shop,2015/2/20,20000,23/05/2014,Dead,03/12/2019,0
The Rockabilly Kids,2015/12/8,160000,21/06/2013,Dead,25/10/2018,0
The Running Bug,2013/4/5,581325,25/05/2007,Dead,11/03/2019,0
The Running Bug,2014/12/22,567032,25/05/2007,Dead,11/03/2019,0
The Running Bug,2015/6/3,37500,25/05/2007,Dead,11/03/2019,0
The Running Bug,2010/1/25,60000,25/05/2007,Dead,11/03/2019,0
The Running Bug,2011/12/7,354899,25/05/2007,Dead,11/03/2019,0
The Rutland Charcuterie Company,2015/4/1,50001,25/06/2013,Dead,15/07/2020,0
The Secret Fashion Network,2018/5/9,26100,11/02/2015,Dead,07/05/2019,0
The Secret Fashion Network,2017/3/24,34990,11/02/2015,Dead,07/05/2019,0
The Secret Fashion Network,2015/8/13,65050,11/02/2015,Dead,07/05/2019,0
The Secret Fashion Network,2016/11/3,10000,11/02/2015,Dead,07/05/2019,0
The Sloane Bros. Frozen Yoghurt Co.,2017/5/22,49938,21/11/2014,Dead,04/01/2018,0
The Sloane Bros. Frozen Yoghurt Co.,2016/2/1,150000,21/11/2014,Dead,04/01/2018,0
The Sloane Bros. Frozen Yoghurt Co.,2016/11/25,175742,21/11/2014,Dead,04/01/2018,0
The Solar Cloth Company,2012/11/20,39995,19/04/2012,Dead,17/11/2016,0
The Solar Cloth Company,2015/1/8,967130,19/04/2012,Dead,17/11/2016,0
The Stable,2014/6/9,150000,29/11/2013,Dead,12/11/2019,0
The Stable,2015/5/15,100000,29/11/2013,Dead,12/11/2019,0
The Stable,2014/10/10,40000,29/11/2013,Dead,12/11/2019,0
The Stable,2018/5/17,19000,29/11/2013,Dead,12/11/2019,0
The Stable,2016/1/25,44810,29/11/2013,Dead,12/11/2019,0
The Stable,2017/1/13,91760,29/11/2013,Dead,12/11/2019,0
The Stop Switch,2017/5/23,10020,04/07/2013,Dead,21/05/2019,0
The Stop Switch,2013/12/6,20000,04/07/2013,Dead,21/05/2019,0
The Stop Switch,2014/8/24,30000,04/07/2013,Dead,21/05/2019,0
The Surrey Cook,2017/1/18,118970,19/09/2014,Dead,21/05/2019,0
The Terrace Exeter,2016/11/29,1358000,06/04/2016,Dead,23/03/2018,0
The Toft Country House Hotel & Golf Club,2018/10/26,55000,24/02/2004,Dead,24/12/2019,0
The Wagon,2013/5/22,100000,03/04/2013,Dead,15/11/2018,0
The Wagon,2014/4/9,101250,03/04/2013,Dead,15/11/2018,0
The Wagon,2015/3/27,50000,03/04/2013,Dead,15/11/2018,0
The Wonder Why Society,2017/5/10,125002,26/02/2015,Dead,21/05/2019,0
The World Weekly,2016/7/27,1746345,02/08/2012,Dead,15/10/2019,0
The World Weekly,2013/5/29,470000,02/08/2012,Dead,15/10/2019,0
The World Weekly,2014/5/1,200100,02/08/2012,Dead,15/10/2019,0
The Yorkshire Meatball Co,2016/4/25,123330,20/06/2013,Dead,31/10/2017,0
TheySay,2013/8/29,649999,07/12/2011,Exited,03/01/2018,1480166
TheySay,2012/2/13,500003,07/12/2011,Exited,03/01/2018,1480166
TheySay,2014/12/18,1596409,07/12/2011,Exited,03/01/2018,1480166
ThinkTouchSee,2017/8/30,148000,07/02/2011,Dead,19/11/2018,0
Thinkglue,2013/10/1,26284,05/06/2013,Dead,17/11/2016,0
Third Eye Technologies,2015/9/21,34999,20/08/1996,Dead,19/11/2019,0
ThisWay Global,2016/9/27,1597507,28/01/2015,Dead,10/12/2019,0
Thomas Shellfish,2015/12/24,265294,02/05/2003,Dead,31/10/2018,0
Thor Drinks,2014/6/10,45800,26/06/2012,Dead,31/10/2018,0
Thor Estates,2013/4/10,147000,24/04/2012,Dead,23/06/2016,0
Thorsager,2017/7/13,22000,27/02/2017,Dead,16/07/2020,0
Thoughtonomy,2015/9/4,150000,17/05/2013,Exited,17/07/2019,63000000
Thoughtonomy,2015/5/1,7500,17/05/2013,Exited,17/07/2019,63000000
Thoughtonomy,2014/9/23,75000,17/05/2013,Exited,17/07/2019,63000000
Thoughtonomy,2018/5/31,56125,17/05/2013,Exited,17/07/2019,63000000
Thriev,2015/8/1,139755,04/06/2013,Dead,21/10/2019,0
Thriev,2013/10/18,90352,04/06/2013,Dead,21/10/2019,0
Thriev,2014/6/26,123265,04/06/2013,Dead,21/10/2019,0
TiZR,2015/3/10,16000,18/07/2014,Dead,05/11/2018,0
Tibit,2014/1/3,10000,11/09/2013,Dead,12/11/2018,0
Tibit,2015/7/15,121620,11/09/2013,Dead,12/11/2018,0
Tibit,2016/3/1,106000,11/09/2013,Dead,12/11/2018,0
TickBox,2015/3/4,120000,19/08/2013,Dead,10/05/2017,0
TickBox,2014/10/6,30000,19/08/2013,Dead,10/05/2017,0
Tidal Energy,2011/7/19,489920,04/01/2001,Dead,20/08/2018,0
Tidal Energy,2015/11/18,561000,04/01/2001,Dead,20/08/2018,0
Tidal Energy,2014/9/24,3964075,04/01/2001,Dead,20/08/2018,0
Tidal Energy,2010/12/23,622992,04/01/2001,Dead,20/08/2018,0
Tidal Harness,2017/11/13,50002,25/06/2014,Dead,17/10/2018,0
Tikit,2016/3/11,9997,19/08/2015,Dead,07/12/2017,0
Tikk,2017/3/12,67500,05/12/2014,Dead,22/10/2019,0
Tiller,2019/2/7,1151000,16/06/2016,Dead,21/11/2019,0
Tilon Composites,2011/3/24,129998,27/05/2008,Dead,20/02/2018,0
Tilon Composites,2012/4/19,59524,27/05/2008,Dead,20/02/2018,0
TimeAway,2017/7/24,14993,13/07/2016,Dead,15/02/2019,0
TimeAway,2018/1/15,16131,13/07/2016,Dead,15/02/2019,0
Times Place Brasserie,2017/10/19,103850,17/10/2013,Dead,13/12/2019,0
Times Place Brasserie,2013/12/6,150000,17/10/2013,Dead,13/12/2019,0
Times Tables Plates,2012/10/5,55004,03/09/2012,Dead,27/11/2018,0
Timico,2014/5/19,4299954,,Exited,09/02/2017,50000000
Timico,2013/1/29,2282500,,Exited,09/02/2017,50000000
Timico,2013/11/15,685000,,Exited,09/02/2017,50000000
Timico,2015/5/18,100000,,Exited,09/02/2017,50000000
Tipple Box,2016/11/2,127000,28/02/2014,Dead,21/07/2020,0
Tipps,2017/3/6,141500,27/01/2015,Dead,04/02/2020,0
Tipps,2017/7/25,9000,27/01/2015,Dead,04/02/2020,0
Tipps,2017/2/2,8985,27/01/2015,Dead,04/02/2020,0
Tipps,2016/6/29,52006,27/01/2015,Dead,04/02/2020,0
Tipps,2015/11/10,135259,27/01/2015,Dead,04/02/2020,0
TitStop,2014/8/29,10000,27/08/2013,Dead,10/12/2015,0
Titanium Installations,2014/2/3,150000,01/08/2012,Dead,08/01/2016,0
Tixdaq,2014/12/31,817434,13/12/2006,Dead,29/07/2016,0
Tixdaq,2012/12/18,903593,13/12/2006,Dead,29/07/2016,0
Tixdaq,2012/2/27,406249,13/12/2006,Dead,29/07/2016,0
Tixdaq,2011/3/16,400000,13/12/2006,Dead,29/07/2016,0
Tobooka,2017/11/3,10000,15/12/2016,Dead,16/07/2020,0
Tobooka,2018/5/18,150000,15/12/2016,Dead,16/07/2020,0
Together Save,2014/12/24,133001,31/12/2013,Dead,17/03/2016,0
Together Save,2014/4/14,286000,31/12/2013,Dead,17/03/2016,0
Togethera,2014/7/31,270834,11/05/2012,Dead,04/08/2016,0
Togethera,2015/8/1,208876,11/05/2012,Dead,04/08/2016,0
Togethera,2014/2/7,250722,11/05/2012,Dead,04/08/2016,0
TokenAnalyst,2018/1/2,10000,02/10/2017,Dead,05/05/2020,0
TokenAnalyst,2018/10/17,970000,02/10/2017,Dead,05/05/2020,0
Tool@rrest,2012/11/27,140000,09/12/2009,Dead,17/04/2015,0
Tool@rrest,2013/12/12,151000,09/12/2009,Dead,17/04/2015,0
